source,target,string_score
CREBBP,AGO4,0.545
CREBBP,SBF1,0.547
CREBBP,CARD11,0.556
CREBBP,SPEN,0.563
CREBBP,LEP,0.577
CREBBP,TNRC6B,0.592
CREBBP,MED23,0.621
CREBBP,NPAS2,0.666
CREBBP,AGO3,0.682
CREBBP,TLE3,0.687
CREBBP,GLI3,0.69
CREBBP,KDM5A,0.701
CREBBP,THRA,0.706
CREBBP,HDAC8,0.721
CREBBP,NOTCH1,0.783
CREBBP,PAX6,0.855
CREBBP,CAMK2B,0.91
CREBBP,TCF4,0.916
CREBBP,SMAD4,0.917
CREBBP,EGR3,0.919
CREBBP,CAMK2A,0.919
CREBBP,CDH2,0.934
CREBBP,TCF12,0.937
CREBBP,CAMK4,0.937
CREBBP,TCF7L2,0.966
CREBBP,KMT2A,0.995
CREBBP,NCOA1,0.999
PACS2,WDR37,0.892
PACS2,ITPR1,0.762
PACS2,PACS1,0.462
PACS2,PDZD8,0.589
PACS2,PTDSS1,0.47
CBX4,YY1,0.728
CBX4,ZEB2,0.401
CBX4,SAE1,0.436
CBX4,YWHAG,0.463
CBX4,AGO3,0.499
CBX4,AGO4,0.504
CBX4,TNRC6B,0.505
CBX4,AUTS2,0.542
CBX4,MBD3,0.564
CBX4,SATB1,0.609
CBX4,UBAP2L,0.9
CBX4,CUL7,0.903
ZMYND8,INTS6,0.994
ZMYND8,ZNF532,0.808
ZMYND8,TSPYL2,0.783
ZMYND8,KDM5A,0.644
ZMYND8,INTS1,0.994
ZMYND8,MBD3,0.798
PHF12,KMT2A,0.422
PHF12,DIP2A,0.507
PHF12,HDAC8,0.603
PHF12,STK39,0.78
PHF12,KDM5A,0.932
PHF12,EMSY,0.96
MBD3,ZBTB7A,0.411
MBD3,PHF21A,0.544
MBD3,TET2,0.469
KIF5C,STX1A,0.49
KIF5C,MAPK8IP1,0.507
KIF5C,SNAP25,0.46
KIF5C,GRIA2,0.887
KIF5C,KIF14,0.609
KIF5C,STXBP1,0.443
KIF5C,GRIP1,0.557
KIF5C,MBD5,0.41
KIF5C,SYBU,0.472
KIF5C,DISC1,0.504
KIF5C,MAPK8IP3,0.505
KIF5C,KIF13B,0.651
KIF5C,KIF1A,0.8
KIF5C,GRIA3,0.846
KIF5C,GRIA1,0.871
PACS1,WDR37,0.934
AUTS2,CDH9,0.403
AUTS2,GABRA4,0.541
AUTS2,NRXN2,0.554
AUTS2,GALNT10,0.47
AUTS2,GABRB3,0.548
AUTS2,SLC9A9,0.526
AUTS2,RERE,0.697
AUTS2,MEF2C,0.422
AUTS2,DLGAP2,0.423
AUTS2,CSMD1,0.425
AUTS2,FOXP2,0.427
AUTS2,FOXP1,0.453
AUTS2,HTR1B,0.465
AUTS2,PAX5,0.48
AUTS2,ASTN2,0.486
AUTS2,TBR1,0.488
AUTS2,DLG2,0.506
AUTS2,RELN,0.506
AUTS2,DOCK1,0.514
AUTS2,CNTN4,0.527
AUTS2,NPAS3,0.542
AUTS2,PTCHD1,0.601
AUTS2,PTPRD,0.607
AUTS2,NLGN4X,0.644
AUTS2,NLGN3,0.651
AUTS2,SHANK2,0.683
AUTS2,SHANK3,0.729
AUTS2,NRXN1,0.745
AUTS2,CNTNAP2,0.833
AUTS2,CADPS2,0.871
DVL3,PSMD11,0.4
DVL3,WNT1,0.848
DVL3,PSMD12,0.4
DVL3,PSMD6,0.4
DVL3,CNTNAP4,0.405
DVL3,KDM5A,0.419
DVL3,DRD2,0.472
DVL3,DLG4,0.499
DVL3,PTK7,0.518
DVL3,PPP2R5C,0.556
DVL3,CTNND1,0.583
DVL3,CCDC88C,0.604
DVL3,NOTCH1,0.926
DVL3,CSNK1E,0.94
DVL3,PRICKLE2,0.962
DVL3,PRICKLE1,0.977
MACROD2,KHDRBS2,0.401
MACROD2,CSMD1,0.403
MACROD2,CCSER1,0.404
MACROD2,TCF7L2,0.409
MACROD2,CNTNAP2,0.415
MACROD2,IMMP2L,0.44
MACROD2,SEMA5A,0.452
MACROD2,CDH10,0.48
MACROD2,CDH9,0.508
MACROD2,WWOX,0.513
MACROD2,RBFOX1,0.539
MACROD2,FHIT,0.583
KHDRBS2,UNC5D,0.408
KHDRBS2,SH3RF1,0.426
KHDRBS2,NRXN1,0.439
KHDRBS2,RBFOX1,0.449
KHDRBS2,HNRNPD,0.507
KHDRBS2,HNRNPR,0.626
CSMD1,CACNA1C,0.546
CSMD1,CDH13,0.438
CSMD1,ZNF804A,0.61
CSMD1,DLGAP1,0.435
CSMD1,PCLO,0.495
CSMD1,MCPH1,0.529
CSMD1,ZNF536,0.446
CSMD1,SYNE1,0.463
CSMD1,PTPRT,0.557
CSMD1,PTPRD,0.556
CSMD1,CNTN4,0.443
CSMD1,CADM2,0.423
CSMD1,NRXN1,0.411
CSMD1,RBFOX1,0.441
CSMD1,GRIK2,0.501
CSMD1,SLC35G1,0.431
CSMD1,NAALADL2,0.479
CSMD1,MDGA2,0.515
CSMD1,FHIT,0.418
CSMD1,CNTN5,0.48
CSMD1,TTN,0.454
CSMD1,ZFHX4,0.466
CCSER1,GRID2,0.413
CCSER1,NAALADL2,0.461
CCSER1,WWOX,0.446
TCF7L2,YY1,0.591
TCF7L2,WNT1,0.512
TCF7L2,CTNND2,0.912
TCF7L2,LEP,0.443
TCF7L2,FOXG1,0.521
TCF7L2,SMAD4,0.948
TCF7L2,AGMO,0.455
TCF7L2,ELOVL2,0.457
TCF7L2,POU3F3,0.458
TCF7L2,NKX2-2,0.407
TCF7L2,TCF4,0.852
TCF7L2,EPHB2,0.565
TCF7L2,RBFOX1,0.426
TCF7L2,ADCY5,0.57
TCF7L2,PUF60,0.417
TCF7L2,TLE3,0.883
TCF7L2,ENPP1,0.416
TCF7L2,PAX6,0.424
TCF7L2,CAMK2A,0.496
TCF7L2,LDB1,0.757
CNTNAP2,OXT,0.446
CNTNAP2,CDH9,0.564
CNTNAP2,GABBR2,0.465
CNTNAP2,CNTN3,0.473
CNTNAP2,PCDH10,0.45
CNTNAP2,CDH10,0.516
CNTNAP2,NRXN2,0.485
CNTNAP2,CACNA1C,0.425
CNTNAP2,CDH13,0.455
CNTNAP2,GRID2,0.515
CNTNAP2,DPYSL5,0.825
CNTNAP2,EN2,0.623
CNTNAP2,SCN1A,0.558
CNTNAP2,NLGN2,0.457
CNTNAP2,GRM5,0.69
CNTNAP2,SDC2,0.414
CNTNAP2,GABRB3,0.581
CNTNAP2,ARHGAP32,0.415
CNTNAP2,SLC9A9,0.642
CNTNAP2,OXTR,0.411
CNTNAP2,TPO,0.446
CNTNAP2,GRIN2A,0.475
CNTNAP2,CACNA1H,0.49
CNTNAP2,SLITRK2,0.421
CNTNAP2,ZMIZ1,0.534
CNTNAP2,SHANK2,0.826
CNTNAP2,DNER,0.674
CNTNAP2,DLG1,0.52
CNTNAP2,SCN8A,0.473
CNTNAP2,NLGN4Y,0.414
CNTNAP2,NEGR1,0.537
CNTNAP2,NLGN3,0.913
CNTNAP2,ASTN2,0.553
CNTNAP2,PCDHA4,0.401
CNTNAP2,IL1RAPL1,0.414
CNTNAP2,ELAVL2,0.422
CNTNAP2,PCDH9,0.429
CNTNAP2,PCDH19,0.443
CNTNAP2,CTNNA2,0.451
CNTNAP2,SYNGAP1,0.452
CNTNAP2,CTNNA3,0.455
CNTNAP2,KCNQ3,0.459
CNTNAP2,DRD2,0.461
CNTNAP2,CDH8,0.468
CNTNAP2,DISC1,0.478
CNTNAP2,CADPS2,0.481
CNTNAP2,DLG3,0.484
CNTNAP2,RBFOX1,0.505
CNTNAP2,GRIN1,0.508
CNTNAP2,TTN,0.513
CNTNAP2,ROBO2,0.516
CNTNAP2,CNTN6,0.519
CNTNAP2,RELN,0.529
CNTNAP2,NRXN1,0.543
CNTNAP2,CNTN5,0.576
CNTNAP2,DLGAP2,0.589
CNTNAP2,NRXN3,0.592
CNTNAP2,GRIA1,0.609
CNTNAP2,NRCAM,0.612
CNTNAP2,CMIP,0.634
CNTNAP2,FOXP1,0.646
CNTNAP2,DLG4,0.673
CNTNAP2,PTCHD1,0.744
CNTNAP2,DLG2,0.756
CNTNAP2,NLGN1,0.765
CNTNAP2,IMMP2L,0.777
CNTNAP2,SHANK3,0.789
CNTNAP2,CNTN4,0.799
CNTNAP2,DPP10,0.836
CNTNAP2,DPP6,0.842
CNTNAP2,NLGN4X,0.867
CNTNAP2,FOXP2,0.977
CNTNAP2,KCNA2,0.983
IMMP2L,ST7,0.487
IMMP2L,SLITRK2,0.647
IMMP2L,DRD2,0.422
IMMP2L,NLGN4X,0.478
IMMP2L,ZNF385B,0.409
IMMP2L,RELN,0.42
IMMP2L,TDO2,0.426
IMMP2L,NRXN1,0.447
IMMP2L,WWOX,0.451
IMMP2L,FHIT,0.497
IMMP2L,DOCK4,0.619
SEMA5A,CDH9,0.788
SEMA5A,CDH10,0.745
SEMA5A,CTNND2,0.677
SEMA5A,FBXO40,0.558
SEMA5A,NPAS3,0.462
SEMA5A,PLXNB1,0.79
SEMA5A,NLGN3,0.637
SEMA5A,NRP2,0.614
SEMA5A,ASTN2,0.609
SEMA5A,PRKN,0.42
SEMA5A,NTNG1,0.434
SEMA5A,PTCHD1,0.486
SEMA5A,NLGN4X,0.651
SEMA5A,NTNG2,0.414
SEMA5A,DOCK4,0.416
SEMA5A,DLGAP2,0.438
SEMA5A,GLI3,0.442
SEMA5A,ROBO2,0.451
SEMA5A,PTPRS,0.478
SEMA5A,NRXN1,0.53
SEMA5A,NLGN1,0.58
SEMA5A,CNTN4,0.685
CDH10,CDH9,0.74
CDH10,GABRA4,0.506
CDH10,SCN1A,0.425
CDH10,GRID2,0.429
CDH10,CSMD3,0.432
CDH10,SDC2,0.434
CDH10,PCDH9,0.456
CDH10,CTNND2,0.457
CDH10,KIRREL3,0.466
CDH10,BRINP3,0.494
CDH10,DLGAP2,0.535
CDH10,SHANK2,0.555
CDH10,SHANK3,0.564
CDH10,CTNNA3,0.574
CDH10,PTCHD1,0.588
CDH10,CDH8,0.598
CDH10,CDH22,0.617
CDH10,CDH13,0.619
CDH10,FBXO40,0.631
CDH10,CTNNA2,0.666
CDH10,ASTN2,0.668
CDH10,NRXN1,0.671
CDH10,CTNND1,0.672
CDH10,NLGN1,0.708
CDH10,CDH11,0.718
CDH10,NLGN3,0.724
CDH10,CNTN4,0.731
CDH10,NLGN4X,0.751
CDH10,CDH2,0.843
CDH9,CNTN5,0.401
CDH9,CTNND2,0.404
CDH9,NXPH1,0.408
CDH9,MEGF10,0.439
CDH9,GRID2,0.476
CDH9,GABRA4,0.498
CDH9,CNTNAP4,0.554
CDH9,CDH11,0.557
CDH9,SHANK2,0.568
CDH9,SHANK3,0.592
CDH9,CDH22,0.602
CDH9,PTCHD1,0.619
CDH9,DLGAP2,0.623
CDH9,CTNNA2,0.667
CDH9,CTNND1,0.668
CDH9,ASTN2,0.682
CDH9,FBXO40,0.691
CDH9,NRXN1,0.706
CDH9,NLGN1,0.707
CDH9,CDH8,0.726
CDH9,NLGN3,0.743
CDH9,CDH2,0.745
CDH9,CDH13,0.751
CDH9,CNTN4,0.751
CDH9,NLGN4X,0.77
WWOX,NUP133,0.501
WWOX,RAPGEF2,0.51
WWOX,AHI1,0.451
WWOX,YWHAG,0.401
WWOX,SMAD4,0.583
WWOX,NPAS3,0.419
WWOX,PRKN,0.6
WWOX,AFF2,0.447
WWOX,RBFOX1,0.414
WWOX,SLC45A1,0.43
WWOX,FHIT,0.938
WWOX,ADK,0.669
RBFOX1,SNAP25,0.442
RBFOX1,NOVA2,0.692
RBFOX1,NRXN2,0.476
RBFOX1,CACNA1C,0.428
RBFOX1,CELF6,0.454
RBFOX1,LRFN5,0.42
RBFOX1,U2AF2,0.474
RBFOX1,HNRNPD,0.463
RBFOX1,GRIN2A,0.417
RBFOX1,MEF2C,0.533
RBFOX1,SCN8A,0.421
RBFOX1,NPAS3,0.524
RBFOX1,NLGN3,0.431
RBFOX1,ATP2B2,0.441
RBFOX1,ELAVL2,0.691
RBFOX1,NLGN4X,0.425
RBFOX1,PTPRD,0.484
RBFOX1,NRXN1,0.668
RBFOX1,CTNNA3,0.502
RBFOX1,SHANK3,0.404
RBFOX1,APBA2,0.422
RBFOX1,FHIT,0.435
RBFOX1,NLGN1,0.436
RBFOX1,NRXN3,0.445
RBFOX1,CAMK2A,0.466
RBFOX1,HNRNPF,0.502
RBFOX1,GABRG2,0.565
RBFOX1,CELF2,0.594
RBFOX1,CELF4,0.623
RBFOX1,ATXN2,0.995
FHIT,CDH13,0.599
FHIT,GRID2,0.552
FHIT,SMAD4,0.41
FHIT,NPAS3,0.407
FHIT,GRM7,0.459
FHIT,PRKN,0.579
FHIT,AFF2,0.545
FHIT,NFIB,0.549
FHIT,PTPRD,0.494
FHIT,ACY1,0.4
FHIT,ENPP1,0.452
FHIT,RASSF5,0.543
OXT,TPO,0.406
OXT,NLGN3,0.431
OXT,HTR2C,0.45
OXT,SLC12A5,0.461
OXT,PTGS2,0.468
OXT,SHANK3,0.481
OXT,MAOA,0.484
OXT,SLC6A3,0.505
OXT,TRIO,0.507
OXT,IGF1,0.511
OXT,BST1,0.562
OXT,PLCB1,0.603
OXT,SLC6A4,0.635
OXT,LEP,0.636
OXT,GABBR2,0.692
OXT,CD38,0.706
OXT,HTR1B,0.795
OXT,MAGEL2,0.796
OXT,KNG1,0.824
OXT,DRD2,0.838
OXT,AVPR1B,0.896
OXT,AVPR1A,0.993
OXT,OXTR,0.999
TPO,DPYSL5,0.447
TPO,SNTG2,0.518
TPO,PAH,0.822
TPO,DDC,0.918
NLGN3,SNAP25,0.639
NLGN3,SYT1,0.426
NLGN3,SYP,0.443
NLGN3,GABRA4,0.517
NLGN3,PCDH10,0.437
NLGN3,NRXN2,0.999
NLGN3,GRIA2,0.535
NLGN3,NLGN2,0.683
NLGN3,GRM5,0.735
NLGN3,GABRB3,0.579
NLGN3,SNTG2,0.526
NLGN3,DLGAP1,0.855
NLGN3,SLC9A9,0.678
NLGN3,CADM1,0.713
NLGN3,GRIN2A,0.472
NLGN3,SLITRK2,0.501
NLGN3,HOMER1,0.721
NLGN3,FBXO40,0.639
NLGN3,SHANK2,0.958
NLGN3,DLG1,0.436
NLGN3,OPHN1,0.401
NLGN3,NLGN4Y,0.697
NLGN3,ZFX,0.403
NLGN3,RELN,0.409
NLGN3,DISC1,0.414
NLGN3,CNTNAP4,0.416
NLGN3,NXPH1,0.418
NLGN3,SPARCL1,0.436
NLGN3,AFF2,0.439
NLGN3,GRIN1,0.446
NLGN3,PTPRS,0.476
NLGN3,SYN2,0.477
NLGN3,RIMS3,0.492
NLGN3,ARHGEF9,0.526
NLGN3,GRIA1,0.536
NLGN3,IL1RAPL1,0.568
NLGN3,GPHN,0.648
NLGN3,MDGA2,0.679
NLGN3,ASTN2,0.681
NLGN3,MDGA1,0.686
NLGN3,SYNGAP1,0.729
NLGN3,CNTN4,0.736
NLGN3,DLGAP3,0.763
NLGN3,DLG2,0.776
NLGN3,NLGN4X,0.796
NLGN3,NLGN1,0.799
NLGN3,PTCHD1,0.812
NLGN3,DLGAP2,0.839
NLGN3,DLG3,0.885
NLGN3,PTPRD,0.902
NLGN3,NRXN3,0.94
NLGN3,SHANK3,0.993
NLGN3,DLG4,0.995
NLGN3,NRXN1,0.999
HTR2C,SNAP25,0.43
HTR2C,CHRM3,0.484
HTR2C,GABBR2,0.439
HTR2C,SLC6A4,0.914
HTR2C,AHI1,0.418
HTR2C,CACNA1C,0.918
HTR2C,SLC6A3,0.622
HTR2C,SLC6A1,0.405
HTR2C,GRIA3,0.406
HTR2C,GRIK2,0.41
HTR2C,GRIK5,0.413
HTR2C,HTR3C,0.438
HTR2C,GRIA2,0.457
HTR2C,GRIN2A,0.471
HTR2C,ATP10A,0.491
HTR2C,TRIO,0.499
HTR2C,ATP1A3,0.5
HTR2C,LEP,0.503
HTR2C,GRM5,0.505
HTR2C,MTHFR,0.528
HTR2C,GABRA3,0.547
HTR2C,DRD2,0.548
HTR2C,MAGEL2,0.553
HTR2C,PLCB1,0.573
HTR2C,GNB2,0.576
HTR2C,DLG4,0.655
HTR2C,MAOA,0.691
HTR2C,HTR1B,0.721
HTR2C,MAOB,0.8
HTR2C,HTR3A,0.804
HTR2C,CACNA1F,0.905
HTR2C,CACNA1D,0.921
HTR2C,GNAS,0.972
SLC12A5,GFAP,0.484
SLC12A5,SNAP25,0.438
SLC12A5,GABBR2,0.401
SLC12A5,SYT1,0.579
SLC12A5,SYP,0.424
SLC12A5,GABRA4,0.405
SLC12A5,KCNC1,0.507
SLC12A5,GABRB2,0.421
SLC12A5,SLC1A2,0.545
SLC12A5,BSN,0.414
SLC12A5,GRIA2,0.499
SLC12A5,SCN1A,0.523
SLC12A5,NLGN2,0.44
SLC12A5,GABRB3,0.495
SLC12A5,GRIN2A,0.701
SLC12A5,SCN8A,0.519
SLC12A5,WNK3,0.887
SLC12A5,STK39,0.75
SLC12A5,ATP2B2,0.433
SLC12A5,GRIN1,0.495
SLC12A5,GABRA2,0.402
SLC12A5,SYN2,0.407
SLC12A5,GRIK2,0.419
SLC12A5,ATP1A3,0.422
SLC12A5,CACNA1A,0.434
SLC12A5,KCNJ10,0.456
SLC12A5,DLG4,0.485
SLC12A5,SLC4A10,0.496
SLC12A5,GABRG2,0.539
SLC12A5,GRIA1,0.54
SLC12A5,GPHN,0.592
SLC12A5,SLC6A1,0.651
PTGS2,SERPINE1,0.815
PTGS2,GFAP,0.453
PTGS2,THBS1,0.498
PTGS2,SOD1,0.523
PTGS2,LEP,0.52
PTGS2,HNRNPD,0.452
PTGS2,EGR3,0.416
PTGS2,BACE1,0.446
PTGS2,OXTR,0.507
PTGS2,GRIN2A,0.504
PTGS2,PLAUR,0.489
PTGS2,MAOA,0.466
PTGS2,NR4A2,0.524
PTGS2,NR3C2,0.502
PTGS2,NOTCH1,0.413
PTGS2,CNR1,0.438
PTGS2,HLA-A,0.465
PTGS2,ANXA1,0.479
PTGS2,MAOB,0.496
PTGS2,ITGB3,0.57
PTGS2,IGF1,0.604
PTGS2,KNG1,0.698
PTGS2,CELF2,0.713
SHANK3,KATNAL2,0.439
SHANK3,RHEB,0.421
SHANK3,GABRA4,0.645
SHANK3,PCDH10,0.453
SHANK3,NRXN2,0.897
SHANK3,CACNA1C,0.508
SHANK3,CACNA1D,0.758
SHANK3,GRIA2,0.573
SHANK3,EN2,0.458
SHANK3,LRFN5,0.472
SHANK3,SCN1A,0.502
SHANK3,NLGN2,0.935
SHANK3,GRM5,0.88
SHANK3,GABRB3,0.751
SHANK3,DLGAP1,0.997
SHANK3,OXTR,0.478
SHANK3,GRIN2A,0.638
SHANK3,HOMER1,0.957
SHANK3,FBXO40,0.51
SHANK3,TRIO,0.402
SHANK3,SHANK2,0.98
SHANK3,DLG1,0.587
SHANK3,OPHN1,0.405
SHANK3,NLGN4Y,0.899
SHANK3,ASTN2,0.575
SHANK3,LZTS2,0.809
SHANK3,GRIN1,0.568
SHANK3,ADNP,0.447
SHANK3,PCDH19,0.546
SHANK3,STXBP1,0.415
SHANK3,DLGAP3,0.992
SHANK3,DLG3,0.759
SHANK3,DLG2,0.919
SHANK3,IL1RAPL1,0.4
SHANK3,PTCHD1,0.711
SHANK3,NLGN4X,0.995
SHANK3,TBR1,0.436
SHANK3,WASF1,0.481
SHANK3,CNTN4,0.65
SHANK3,NRXN1,0.961
SHANK3,MBD5,0.434
SHANK3,FOXP2,0.402
SHANK3,ATP2B1,0.405
SHANK3,RELN,0.51
SHANK3,NLGN1,0.978
SHANK3,GRIK2,0.404
SHANK3,DISC1,0.547
SHANK3,GPHN,0.541
SHANK3,RPS6KA2,0.464
SHANK3,GRIA1,0.623
SHANK3,AGAP2,0.414
SHANK3,CYFIP2,0.552
SHANK3,CNTNAP4,0.42
SHANK3,SYN2,0.428
SHANK3,ADSL,0.435
SHANK3,IQSEC2,0.413
SHANK3,CAMK2A,0.509
SHANK3,NRXN3,0.703
SHANK3,SYNGAP1,0.896
SHANK3,DLGAP2,0.988
SHANK3,DLG4,0.996
MAOA,SYT1,0.52
MAOA,SLC6A4,0.942
MAOA,SLC6A3,0.89
MAOA,AVPR1A,0.442
MAOA,ALDH5A1,0.443
MAOA,BACE1,0.454
MAOA,OXTR,0.474
MAOA,PAH,0.406
MAOA,SLC29A4,0.406
MAOA,MTHFR,0.42
MAOA,GABRA2,0.43
MAOA,BCKDK,0.431
MAOA,PDK2,0.438
MAOA,PHF21A,0.471
MAOA,ABAT,0.475
MAOA,CACNA1F,0.492
MAOA,ASMT,0.492
MAOA,TDO2,0.514
MAOA,DPP4,0.522
MAOA,HTR3A,0.554
MAOA,DRD1,0.628
MAOA,DRD3,0.64
MAOA,HTR1B,0.734
MAOA,DRD2,0.736
MAOA,GLO1,0.844
MAOA,PRKN,0.949
MAOA,MAOB,0.965
MAOA,DDC,0.986
SLC6A3,STX1A,0.992
SLC6A3,GFAP,0.47
SLC6A3,PPP1R1B,0.621
SLC6A3,SNAP25,0.588
SLC6A3,GABBR2,0.531
SLC6A3,SLC6A4,0.431
SLC6A3,CUX2,0.424
SLC6A3,SLC1A1,0.472
SLC6A3,SYP,0.482
SLC6A3,GRIA2,0.405
SLC6A3,SYN2,0.416
SLC6A3,HTR3A,0.428
SLC6A3,DLG4,0.44
SLC6A3,SCN8A,0.455
SLC6A3,GRIN2A,0.46
SLC6A3,DISC1,0.479
SLC6A3,GRIA1,0.48
SLC6A3,CNR1,0.482
SLC6A3,GRM5,0.485
SLC6A3,GABRB2,0.514
SLC6A3,SLC29A4,0.521
SLC6A3,ADORA2A,0.537
SLC6A3,SLC1A2,0.54
SLC6A3,SLC9A9,0.559
SLC6A3,GRIN1,0.564
SLC6A3,LMX1B,0.569
SLC6A3,NEDD4,0.592
SLC6A3,KCNB1,0.676
SLC6A3,RIT2,0.707
SLC6A3,HTR1B,0.748
SLC6A3,GPR37,0.783
SLC6A3,DRD3,0.784
SLC6A3,NR4A2,0.788
SLC6A3,PRKN,0.839
SLC6A3,DDC,0.862
SLC6A3,MAOB,0.882
SLC6A3,DRD1,0.906
SLC6A3,CAMK2B,0.907
SLC6A3,CAMK2A,0.949
SLC6A3,DRD2,0.999
TRIO,CHRM3,0.499
TRIO,AVPR1A,0.516
TRIO,GNB2,0.525
TRIO,GRM5,0.544
TRIO,NPFFR2,0.579
TRIO,OXTR,0.517
TRIO,NAV2,0.401
TRIO,ABL2,0.405
TRIO,ANXA1,0.512
TRIO,AVPR1B,0.516
TRIO,KNG1,0.525
TRIO,DISC1,0.544
TRIO,DCC,0.603
TRIO,DOCK1,0.622
IGF1,SERPINE1,0.733
IGF1,GFAP,0.611
IGF1,FABP4,0.455
IGF1,THBS1,0.658
IGF1,RHEB,0.519
IGF1,SYP,0.617
IGF1,CDH2,0.481
IGF1,SOD1,0.503
IGF1,GIGYF1,0.489
IGF1,EPHA1,0.529
IGF1,WNT1,0.4
IGF1,RICTOR,0.586
IGF1,LEP,0.907
IGF1,MEF2C,0.626
IGF1,SMAD4,0.445
IGF1,CX3CR1,0.43
IGF1,DPP4,0.434
IGF1,HSD11B1,0.419
IGF1,CNR1,0.414
IGF1,TCEAL1,0.421
IGF1,FGF14,0.406
IGF1,TEK,0.874
IGF1,SHOX,0.447
IGF1,PAX6,0.427
IGF1,DRD1,0.437
IGF1,ZBTB20,0.451
IGF1,GIGYF2,0.462
IGF1,NOTCH1,0.48
IGF1,EIF4E,0.518
IGF1,ITGB3,0.961
BST1,CD38,0.92
BST1,CNTN3,0.406
BST1,NTNG1,0.4
BST1,CNTN5,0.406
BST1,CNTN4,0.406
BST1,MDGA2,0.414
BST1,MDGA1,0.416
BST1,TECTA,0.416
BST1,NTNG2,0.424
BST1,NEGR1,0.424
BST1,ITGB3,0.532
BST1,ENPP1,0.93
PLCB1,CHRM3,0.607
PLCB1,PCDH10,0.675
PLCB1,DGKI,0.68
PLCB1,ADCY1,0.65
PLCB1,AVPR1A,0.599
PLCB1,SCN1A,0.661
PLCB1,GNB2,0.805
PLCB1,NLGN2,0.422
PLCB1,GRM5,0.749
PLCB1,ITPR1,0.95
PLCB1,NPFFR2,0.517
PLCB1,OXTR,0.578
PLCB1,CACNA1A,0.415
PLCB1,RIMS1,0.465
PLCB1,ANXA1,0.507
PLCB1,AVPR1B,0.541
PLCB1,GRIK3,0.569
PLCB1,KNG1,0.625
PLCB1,TEK,0.65
PLCB1,STXBP1,0.654
PLCB1,ARHGEF9,0.666
PLCB1,ARX,0.668
PLCB1,OCRL,0.69
PLCB1,ADCY5,0.709
PLCB1,PCDH19,0.711
PLCB1,PLCD4,0.721
PLCB1,SYNJ1,0.73
PLCB1,INPP1,0.921
PLCB1,CAMK2B,0.924
PLCB1,GNAI1,0.928
PLCB1,CAMK2A,0.937
SLC6A4,STX1A,0.931
SLC6A4,SNAP25,0.524
SLC6A4,GABBR2,0.542
SLC6A4,RELN,0.409
SLC6A4,GRIK2,0.41
SLC6A4,SLC1A2,0.417
SLC6A4,GRIK4,0.419
SLC6A4,HTR3C,0.429
SLC6A4,ABCA13,0.433
SLC6A4,SLC6A1,0.441
SLC6A4,NRXN3,0.443
SLC6A4,GABRB3,0.455
SLC6A4,GRIN2A,0.46
SLC6A4,CACNA1C,0.461
SLC6A4,DISC1,0.476
SLC6A4,ZNF804A,0.48
SLC6A4,SLC1A1,0.488
SLC6A4,CUX2,0.489
SLC6A4,CNR1,0.489
SLC6A4,LMX1B,0.493
SLC6A4,RNF135,0.504
SLC6A4,GABRA4,0.534
SLC6A4,GABRA2,0.595
SLC6A4,AVPR1A,0.659
SLC6A4,SLC29A4,0.669
SLC6A4,MTHFR,0.679
SLC6A4,OXTR,0.69
SLC6A4,HTR3A,0.726
SLC6A4,ITGB3,0.741
SLC6A4,DDC,0.756
SLC6A4,DRD1,0.763
SLC6A4,DRD3,0.787
SLC6A4,MAOB,0.868
SLC6A4,DRD2,0.91
SLC6A4,HTR1B,0.932
LEP,PON1,0.657
LEP,SERPINE1,0.851
LEP,LRP1,0.735
LEP,NR1D1,0.404
LEP,PER2,0.542
LEP,FABP4,0.804
LEP,SLC9A1,0.451
LEP,BBS4,0.581
LEP,PDE3B,0.567
LEP,NOTCH1,0.411
LEP,DRD2,0.448
LEP,CNR1,0.45
LEP,OXTR,0.459
LEP,HSD11B1,0.465
LEP,NR3C2,0.487
LEP,CDK19,0.499
LEP,MED23,0.499
LEP,TEK,0.546
LEP,LRP2,0.574
LEP,DPP4,0.589
LEP,NCOA1,0.606
GABBR2,PPP1R1B,0.442
GABBR2,SCN1A,0.409
GABBR2,NRXN1,0.414
GABBR2,GRIN1,0.418
GABBR2,ITPR1,0.432
GABBR2,CADM1,0.435
GABBR2,GRM5,0.443
GABBR2,GRIN2A,0.491
GABBR2,CACNA1D,0.505
GABBR2,GRIA3,0.507
GABBR2,KCNJ15,0.509
GABBR2,AGTR2,0.523
GABBR2,CACNA1B,0.536
GABBR2,GRIA1,0.545
GABBR2,GRIA2,0.547
GABBR2,CHRNB3,0.568
GABBR2,DDC,0.571
GABBR2,KCNJ10,0.589
GABBR2,DRD2,0.593
GABBR2,DRD1,0.597
GABBR2,SLC6A1,0.623
GABBR2,SLC1A2,0.631
GABBR2,GRM7,0.653
GABBR2,GNB2,0.661
GABBR2,GABRG3,0.774
GABBR2,GABRA3,0.804
GABBR2,GABRA4,0.812
GABBR2,GABRB2,0.817
GABBR2,GABRG2,0.83
GABBR2,GABRA2,0.89
GABBR2,GABRB3,0.925
GABBR2,GNAI1,0.992
CD38,TET2,0.4
CD38,ITGB3,0.441
CD38,HLA-A,0.445
CD38,CX3CR1,0.446
CD38,DPP4,0.474
CD38,NOTCH1,0.481
CD38,CD276,0.486
CD38,AVPR1A,0.488
CD38,IKZF1,0.507
